area_type,availability,location,size,society,total_sqft,bath,balcony,price
Plot Area,Ready To Move,Malleswaram,2 BHK,,1099,2.0,1.0,72.75
Built-up Area,6 months,Sarjapur Road,4 BHK,,1986,4.0,0.0,117.97
Built-up Area,1 Year,Sadashivanagar,3 BHK,,1488,3.0,3.0,117.29
Carpet Area,Ready To Move,Kengeri,2 BHK,,1161,2.0,0.0,52.83
Built-up Area,Ready To Move,Electronic City,3 BHK,,1854,3.0,3.0,86.57
Plot Area,Ready To Move,Devanahalli,2 BHK,,937,2.0,1.0,34.89
Built-up Area,1 Year,HSR Layout,3 BHK,,1783,4.0,1.0,106.1
Plot Area,1 Year,BTM Layout,4 BHK,,2046,4.0,0.0,116.19
Carpet Area,6 months,Mysore Road,2 BHK,,1236,3.0,2.0,49.66
Built-up Area,6 months,HSR Layout,2 BHK,,1305,2.0,3.0,77.4
Super built-up Area,6 months,Uttarahalli,1 BHK,,651,1.0,2.0,26.41
Plot Area,6 months,Jayanagar,3 BHK,,1627,4.0,3.0,111.3
Built-up Area,Ready To Move,Sadashivanagar,2 BHK,,1183,2.0,1.0,97.81
Super built-up Area,6 months,Basaveshwara Nagar,2 BHK,,1296,2.0,1.0,81.22
Plot Area,Ready To Move,Indiranagar,2 BHK,,930,3.0,3.0,75.99
Super built-up Area,Ready To Move,Devanahalli,2 BHK,,1202,2.0,3.0,47.23
Built-up Area,1 Year,Electronic City,5 BHK,,3295,5.0,1.0,145.23
Carpet Area,Ready To Move,Sarjapur Road,2 BHK,,1086,2.0,3.0,65.52
Carpet Area,1 Year,Vijayanagar,3 BHK,,1691,4.0,3.0,92.0
Super built-up Area,6 months,Basaveshwara Nagar,3 BHK,,1874,4.0,2.0,110.44
Built-up Area,6 months,Bannerghatta Road,3 BHK,,1400,3.0,0.0,69.48
Built-up Area,1 Year,Marathahalli,2 BHK,,1092,2.0,2.0,57.92
Plot Area,1 Year,Vijayanagar,3 BHK,,1571,4.0,1.0,95.52
Built-up Area,6 months,Jayanagar,4 BHK,,1816,4.0,2.0,112.01
Carpet Area,Ready To Move,Sarjapur Road,1 BHK,,498,1.0,1.0,26.72
Built-up Area,Ready To Move,Bellandur,2 BHK,,1097,3.0,3.0,62.4
Plot Area,1 Year,HSR Layout,2 BHK,,998,2.0,0.0,79.39
Plot Area,Ready To Move,Tumkur Road,2 BHK,,1201,3.0,1.0,41.53
Built-up Area,Ready To Move,Brookefield,2 BHK,,1124,3.0,0.0,65.65
Built-up Area,6 months,Hebbal,3 BHK,,1379,4.0,0.0,76.29
Plot Area,1 Year,Uttarahalli,1 BHK,,518,1.0,2.0,20.81
Plot Area,6 months,Hennur,3 BHK,,1364,3.0,1.0,65.51
Super built-up Area,Ready To Move,Malleswaram,3 BHK,,1618,3.0,2.0,108.01
Carpet Area,Ready To Move,Marathahalli,3 BHK,,1544,3.0,3.0,85.72
Carpet Area,6 months,HSR Layout,3 BHK,,1866,3.0,3.0,128.64
Super built-up Area,Ready To Move,Mysore Road,2 BHK,,1053,2.0,1.0,40.33
Super built-up Area,Ready To Move,Bellandur,4 BHK,,2175,4.0,1.0,118.73
Carpet Area,6 months,Indiranagar,3 BHK,,1894,3.0,3.0,140.73
Plot Area,Ready To Move,Sadashivanagar,3 BHK,,1710,3.0,1.0,124.53
Carpet Area,6 months,Electronic City,4 BHK,,2356,4.0,2.0,99.19
Plot Area,1 Year,Yelahanka,2 BHK,,1320,2.0,2.0,67.1
Carpet Area,Ready To Move,Devanahalli,1 BHK,,501,1.0,1.0,20.08
Plot Area,Ready To Move,Malleswaram,3 BHK,,2091,4.0,2.0,144.02
Carpet Area,6 months,Uttarahalli,3 BHK,,2025,4.0,1.0,84.63
Super built-up Area,1 Year,HSR Layout,4 BHK,,2086,4.0,2.0,146.76
Built-up Area,Ready To Move,Sadashivanagar,5 BHK,,3366,5.0,2.0,323.62
Built-up Area,Ready To Move,Hosur Road,2 BHK,,1276,2.0,0.0,63.12
Built-up Area,1 Year,Sadashivanagar,2 BHK,,1365,2.0,2.0,124.65
Plot Area,Ready To Move,Koramangala,2 BHK,,1245,2.0,1.0,87.06
Built-up Area,6 months,Hosur Road,2 BHK,,1237,3.0,2.0,58.44
Carpet Area,1 Year,Horamavu,3 BHK,,1352,3.0,2.0,64.38
Built-up Area,1 Year,Kengeri,3 BHK,,1705,4.0,3.0,74.51
Plot Area,Ready To Move,Tumkur Road,3 BHK,,1500,3.0,1.0,53.3
Plot Area,1 Year,Tumkur Road,1 BHK,,531,1.0,2.0,21.17
Plot Area,1 Year,Kengeri,2 BHK,,1389,2.0,0.0,58.25
Carpet Area,1 Year,Hennur,2 BHK,,942,3.0,3.0,42.98
Plot Area,Ready To Move,Bellandur,4 BHK,,2522,4.0,0.0,154.77
Carpet Area,1 Year,Kengeri,1 BHK,,493,1.0,0.0,17.49
Plot Area,Ready To Move,Basaveshwara Nagar,4 BHK,,1807,5.0,3.0,127.22
Super built-up Area,1 Year,Sadashivanagar,3 BHK,,1726,3.0,0.0,152.27
Plot Area,6 months,Hebbal,3 BHK,,1470,3.0,1.0,81.55
Built-up Area,1 Year,Yeshwanthpur,2 BHK,,1382,2.0,1.0,88.56
Built-up Area,1 Year,Hosur Road,3 BHK,,1502,3.0,0.0,75.18
Super built-up Area,1 Year,Devanahalli,3 BHK,,1494,3.0,1.0,58.32
Plot Area,6 months,Sarjapur Road,3 BHK,,1374,3.0,2.0,64.76
Built-up Area,1 Year,Vijayanagar,2 BHK,,1064,2.0,2.0,61.71
Built-up Area,6 months,HSR Layout,3 BHK,,1368,3.0,2.0,94.84
Carpet Area,6 months,Kengeri,3 BHK,,1724,4.0,0.0,68.31
Carpet Area,6 months,Yelahanka,2 BHK,,1152,3.0,0.0,61.49
Plot Area,Ready To Move,Hebbal,2 BHK,,926,2.0,1.0,64.18
Super built-up Area,Ready To Move,HSR Layout,5 BHK,,2550,5.0,1.0,176.67
Plot Area,6 months,Hosur Road,1 BHK,,658,1.0,1.0,25.22
Carpet Area,Ready To Move,Malleswaram,2 BHK,,1131,2.0,0.0,89.02
Carpet Area,6 months,Hennur,2 BHK,,1117,2.0,1.0,55.22
Plot Area,Ready To Move,Malleswaram,3 BHK,,1874,3.0,2.0,157.47
Plot Area,Ready To Move,Whitefield,2 BHK,,1257,3.0,2.0,66.9
Plot Area,1 Year,Horamavu,3 BHK,,1921,3.0,3.0,87.08
Plot Area,Ready To Move,Uttarahalli,1 BHK,,657,2.0,3.0,25.6
Super built-up Area,Ready To Move,Hennur,1 BHK,,508,1.0,3.0,25.19
Built-up Area,1 Year,Kanakapura Road,3 BHK,,1399,3.0,2.0,54.72
Plot Area,6 months,Tumkur Road,2 BHK,,1090,2.0,0.0,46.5
Built-up Area,1 Year,Kanakapura Road,5 BHK,,3318,5.0,1.0,149.81
Carpet Area,Ready To Move,BTM Layout,1 BHK,,469,1.0,1.0,31.71
Built-up Area,Ready To Move,Rajajinagar,2 BHK,,1187,2.0,0.0,76.28
Plot Area,6 months,Brookefield,2 BHK,,1250,3.0,3.0,73.55
Built-up Area,Ready To Move,Tumkur Road,2 BHK,,1140,2.0,0.0,49.58
Plot Area,1 Year,Basaveshwara Nagar,5 BHK,,2568,5.0,2.0,196.4
Plot Area,6 months,Hebbal,4 BHK,,2126,5.0,0.0,146.36
Carpet Area,1 Year,Whitefield,1 BHK,,467,2.0,2.0,23.57
Plot Area,Ready To Move,Hennur,3 BHK,,1569,4.0,2.0,71.98
Carpet Area,6 months,Sarjapur Road,3 BHK,,1383,3.0,3.0,64.84
Super built-up Area,Ready To Move,HSR Layout,2 BHK,,1263,2.0,1.0,83.06
Plot Area,Ready To Move,Uttarahalli,2 BHK,,1348,2.0,3.0,48.17
Carpet Area,1 Year,Yelahanka,4 BHK,,2433,4.0,2.0,124.77
Carpet Area,Ready To Move,BTM Layout,5 BHK,,3070,5.0,3.0,202.21
Plot Area,1 Year,Kanakapura Road,5 BHK,,2840,5.0,1.0,128.31
Built-up Area,Ready To Move,BTM Layout,3 BHK,,1467,4.0,3.0,97.02
Carpet Area,1 Year,Sarjapur Road,3 BHK,,1355,4.0,2.0,62.48
Super built-up Area,1 Year,BTM Layout,2 BHK,,1071,2.0,1.0,71.32
Built-up Area,6 months,Bellandur,2 BHK,,1275,2.0,3.0,67.39
Built-up Area,6 months,Tumkur Road,1 BHK,,690,1.0,0.0,26.08
Plot Area,Ready To Move,Rajajinagar,3 BHK,,1673,3.0,1.0,110.98
Carpet Area,Ready To Move,Marathahalli,3 BHK,,1624,3.0,3.0,101.58
Super built-up Area,6 months,JP Nagar,4 BHK,,2245,5.0,0.0,161.21
Carpet Area,1 Year,Devanahalli,4 BHK,,2227,4.0,1.0,88.21
Super built-up Area,1 Year,Yelahanka,4 BHK,,2425,4.0,0.0,104.46
Carpet Area,6 months,Electronic City,5 BHK,,3167,5.0,3.0,163.85
Plot Area,6 months,Brookefield,2 BHK,,1292,3.0,0.0,72.74
Super built-up Area,Ready To Move,Uttarahalli,3 BHK,,1837,4.0,0.0,74.18
Plot Area,1 Year,Mysore Road,3 BHK,,1678,4.0,2.0,58.71
Carpet Area,6 months,Jayanagar,2 BHK,,1375,2.0,0.0,107.18
Super built-up Area,1 Year,Horamavu,5 BHK,,3138,5.0,1.0,129.87
Super built-up Area,1 Year,Indiranagar,4 BHK,,2226,4.0,0.0,171.38
Carpet Area,6 months,Hebbal,2 BHK,,1123,2.0,0.0,62.66
Plot Area,1 Year,Rajajinagar,1 BHK,,654,2.0,1.0,50.05
Super built-up Area,Ready To Move,Hennur,3 BHK,,1680,3.0,3.0,71.49
Super built-up Area,6 months,Hosur Road,3 BHK,,1737,3.0,3.0,83.61
Super built-up Area,1 Year,Hosur Road,4 BHK,,2091,4.0,0.0,86.92
Carpet Area,6 months,Basaveshwara Nagar,2 BHK,,1319,2.0,1.0,87.03
Built-up Area,6 months,Hebbal,1 BHK,,580,1.0,0.0,40.48
Carpet Area,1 Year,Sarjapur Road,2 BHK,,1176,2.0,1.0,55.89
Plot Area,Ready To Move,Hennur,1 BHK,,670,1.0,1.0,35.28
Built-up Area,6 months,Kanakapura Road,1 BHK,,680,1.0,3.0,34.69
Super built-up Area,1 Year,Hebbal,4 BHK,,2624,5.0,0.0,168.89
Super built-up Area,6 months,Kengeri,2 BHK,,932,2.0,0.0,32.2
Built-up Area,6 months,Vijayanagar,2 BHK,,1121,2.0,0.0,69.12
Super built-up Area,1 Year,Kengeri,1 BHK,,535,1.0,0.0,24.15
Super built-up Area,Ready To Move,Jayanagar,2 BHK,,1006,3.0,0.0,82.88
Carpet Area,1 Year,Indiranagar,4 BHK,,2708,5.0,0.0,241.68
Carpet Area,6 months,Bellandur,3 BHK,,2017,3.0,2.0,116.07
Plot Area,Ready To Move,Devanahalli,3 BHK,,1698,3.0,0.0,76.7
Super built-up Area,Ready To Move,Kengeri,2 BHK,,967,3.0,2.0,38.99
Plot Area,Ready To Move,Electronic City,2 BHK,,906,3.0,2.0,42.87
Plot Area,Ready To Move,Mysore Road,3 BHK,,1678,3.0,2.0,70.54
Built-up Area,6 months,Electronic City,2 BHK,,919,2.0,0.0,49.17
Built-up Area,1 Year,Uttarahalli,4 BHK,,2409,4.0,1.0,99.29
Super built-up Area,1 Year,Hennur,2 BHK,,1204,3.0,3.0,62.46
Built-up Area,Ready To Move,Vijayanagar,3 BHK,,2024,3.0,1.0,102.8
Plot Area,Ready To Move,Jayanagar,2 BHK,,995,2.0,1.0,68.93
Carpet Area,1 Year,Electronic City,3 BHK,,1628,3.0,0.0,76.06
Built-up Area,Ready To Move,HSR Layout,4 BHK,,2659,4.0,1.0,168.45
Plot Area,1 Year,Sarjapur Road,3 BHK,,1705,4.0,1.0,90.5
Built-up Area,1 Year,Devanahalli,3 BHK,,1394,4.0,0.0,67.6
Super built-up Area,Ready To Move,HSR Layout,5 BHK,,2388,5.0,0.0,168.46
Built-up Area,1 Year,Hosur Road,3 BHK,,1960,4.0,3.0,82.55
Carpet Area,1 Year,Marathahalli,2 BHK,,1271,2.0,3.0,68.36
Super built-up Area,1 Year,Marathahalli,2 BHK,,1337,3.0,2.0,77.76
Built-up Area,Ready To Move,Horamavu,3 BHK,,1439,4.0,3.0,61.89
Carpet Area,6 months,Indiranagar,3 BHK,,1920,4.0,0.0,157.31
Plot Area,6 months,Whitefield,2 BHK,,1227,3.0,1.0,66.92
Built-up Area,6 months,Sadashivanagar,2 BHK,,1016,2.0,0.0,82.85
Built-up Area,6 months,Brookefield,5 BHK,,3467,6.0,0.0,207.05
Plot Area,6 months,HSR Layout,2 BHK,,1185,2.0,1.0,84.75
Plot Area,Ready To Move,Sarjapur Road,2 BHK,,1353,2.0,3.0,64.15
Built-up Area,Ready To Move,JP Nagar,1 BHK,,664,1.0,1.0,47.77
Carpet Area,6 months,Basaveshwara Nagar,4 BHK,,2133,4.0,0.0,124.51
Plot Area,6 months,Bellandur,1 BHK,,583,2.0,3.0,29.84
Plot Area,1 Year,Tumkur Road,3 BHK,,1673,3.0,0.0,67.86
Carpet Area,1 Year,Yeshwanthpur,1 BHK,,627,2.0,0.0,38.97
Built-up Area,1 Year,Tumkur Road,3 BHK,,1791,4.0,3.0,58.62
Super built-up Area,6 months,Brookefield,4 BHK,,2584,5.0,1.0,151.57
Built-up Area,6 months,Uttarahalli,2 BHK,,905,2.0,2.0,30.82
Built-up Area,Ready To Move,Sadashivanagar,3 BHK,,1865,3.0,3.0,181.5
Super built-up Area,1 Year,Brookefield,2 BHK,,1059,2.0,0.0,63.07
Built-up Area,1 Year,HSR Layout,2 BHK,,1012,2.0,0.0,63.95
Built-up Area,Ready To Move,Vijayanagar,4 BHK,,2601,5.0,3.0,131.3
Plot Area,Ready To Move,Hosur Road,2 BHK,,944,3.0,0.0,43.37
Carpet Area,Ready To Move,Sadashivanagar,3 BHK,,1521,3.0,2.0,135.25
Built-up Area,1 Year,Yeshwanthpur,2 BHK,,1001,3.0,3.0,64.38
Super built-up Area,Ready To Move,Jayanagar,2 BHK,,1109,2.0,0.0,89.51
Super built-up Area,6 months,Hosur Road,2 BHK,,1061,2.0,2.0,46.21
Plot Area,6 months,Basaveshwara Nagar,3 BHK,,1890,3.0,0.0,140.74
Built-up Area,6 months,Tumkur Road,3 BHK,,1874,3.0,3.0,72.59
Built-up Area,Ready To Move,Marathahalli,3 BHK,,1594,4.0,1.0,88.87
Built-up Area,1 Year,Indiranagar,2 BHK,,1118,3.0,2.0,95.96
Built-up Area,1 Year,Malleswaram,1 BHK,,501,2.0,3.0,33.76
Super built-up Area,Ready To Move,Tumkur Road,3 BHK,,1853,3.0,3.0,65.89
Super built-up Area,Ready To Move,Bellandur,4 BHK,,2196,4.0,3.0,140.67
Plot Area,1 Year,Sadashivanagar,1 BHK,,483,1.0,1.0,41.35
Built-up Area,6 months,Jayanagar,3 BHK,,1445,4.0,0.0,116.78
Super built-up Area,6 months,Yelahanka,2 BHK,,1061,2.0,1.0,46.04
Built-up Area,1 Year,Yelahanka,3 BHK,,1910,3.0,3.0,89.25
Carpet Area,Ready To Move,Basaveshwara Nagar,4 BHK,,1825,5.0,2.0,117.85
Carpet Area,6 months,Jayanagar,4 BHK,,2057,5.0,0.0,144.67
Super built-up Area,6 months,Brookefield,3 BHK,,1471,4.0,1.0,94.83
Carpet Area,6 months,Hebbal,2 BHK,,1378,3.0,2.0,78.96
Carpet Area,Ready To Move,Sarjapur Road,4 BHK,,2505,4.0,3.0,136.03
Super built-up Area,Ready To Move,Yeshwanthpur,3 BHK,,1524,3.0,2.0,90.12
Plot Area,6 months,JP Nagar,1 BHK,,501,1.0,2.0,34.13
Carpet Area,Ready To Move,Hebbal,3 BHK,,1993,3.0,3.0,121.72
Built-up Area,1 Year,HSR Layout,4 BHK,,1990,4.0,1.0,143.21
Carpet Area,Ready To Move,Sadashivanagar,4 BHK,,2797,4.0,3.0,257.32
Plot Area,1 Year,Rajajinagar,2 BHK,,1041,3.0,2.0,61.86
Plot Area,6 months,Uttarahalli,3 BHK,,1413,3.0,3.0,63.73
Plot Area,6 months,Horamavu,4 BHK,,2490,4.0,0.0,123.69
Plot Area,1 Year,Devanahalli,2 BHK,,1204,3.0,0.0,49.75
Plot Area,6 months,Rajajinagar,3 BHK,,2099,3.0,2.0,151.39
Carpet Area,6 months,Brookefield,3 BHK,,1951,4.0,3.0,118.38
Carpet Area,6 months,Vijayanagar,2 BHK,,1114,3.0,2.0,69.25
Carpet Area,Ready To Move,HSR Layout,2 BHK,,1238,3.0,3.0,78.28
Carpet Area,Ready To Move,Horamavu,3 BHK,,1963,3.0,0.0,93.73
Plot Area,1 Year,Whitefield,4 BHK,,2313,5.0,0.0,116.37
Plot Area,1 Year,Kanakapura Road,3 BHK,,1554,3.0,2.0,61.87
Built-up Area,Ready To Move,Marathahalli,3 BHK,,1507,4.0,0.0,91.79
Carpet Area,6 months,Sarjapur Road,2 BHK,,1047,2.0,2.0,61.85
Plot Area,Ready To Move,BTM Layout,2 BHK,,1324,2.0,1.0,82.66
Built-up Area,6 months,Horamavu,3 BHK,,1635,4.0,2.0,75.38
Built-up Area,1 Year,Sadashivanagar,2 BHK,,1043,2.0,3.0,95.85
Super built-up Area,1 Year,Rajajinagar,4 BHK,,2605,5.0,3.0,197.26
Carpet Area,1 Year,Uttarahalli,2 BHK,,915,2.0,3.0,35.38
Plot Area,Ready To Move,Sadashivanagar,2 BHK,,1196,3.0,2.0,90.44
Carpet Area,Ready To Move,BTM Layout,2 BHK,,1336,3.0,1.0,89.42
Built-up Area,6 months,Yelahanka,4 BHK,,2210,4.0,2.0,104.2
Carpet Area,1 Year,Marathahalli,2 BHK,,1034,2.0,2.0,51.77
Super built-up Area,6 months,Vijayanagar,1 BHK,,572,2.0,1.0,33.28
Super built-up Area,6 months,Jayanagar,2 BHK,,1258,3.0,0.0,92.7
Plot Area,Ready To Move,Devanahalli,4 BHK,,2316,4.0,0.0,98.24
Plot Area,Ready To Move,Yeshwanthpur,2 BHK,,903,3.0,0.0,58.53
Plot Area,6 months,Sadashivanagar,2 BHK,,939,2.0,0.0,74.8
Plot Area,6 months,Bellandur,2 BHK,,1260,2.0,0.0,62.95
Carpet Area,6 months,Brookefield,3 BHK,,1649,3.0,1.0,87.84
Carpet Area,Ready To Move,Electronic City,1 BHK,,646,2.0,1.0,27.27
Built-up Area,6 months,Devanahalli,2 BHK,,1224,3.0,2.0,53.01
Built-up Area,Ready To Move,Vijayanagar,2 BHK,,1190,2.0,0.0,64.49
Plot Area,1 Year,Horamavu,3 BHK,,2026,3.0,3.0,99.76
Carpet Area,1 Year,Electronic City,3 BHK,,1365,4.0,1.0,73.6
Plot Area,6 months,Indiranagar,3 BHK,,1466,3.0,1.0,116.42
Built-up Area,Ready To Move,Malleswaram,4 BHK,,2424,5.0,0.0,169.66
Carpet Area,1 Year,Devanahalli,5 BHK,,2332,5.0,3.0,97.37
Plot Area,Ready To Move,Electronic City,2 BHK,,1222,2.0,3.0,63.05
Super built-up Area,Ready To Move,Sadashivanagar,3 BHK,,2088,3.0,1.0,161.93
Built-up Area,1 Year,Hennur,3 BHK,,2009,4.0,2.0,102.7
Super built-up Area,6 months,Kengeri,4 BHK,,2390,5.0,3.0,91.87
Super built-up Area,6 months,Kengeri,2 BHK,,1346,2.0,2.0,61.58
Carpet Area,1 Year,Brookefield,3 BHK,,1437,3.0,0.0,81.12
Super built-up Area,Ready To Move,Vijayanagar,2 BHK,,1127,2.0,0.0,70.0
Super built-up Area,6 months,Yeshwanthpur,4 BHK,,2228,5.0,0.0,134.87
Plot Area,Ready To Move,Brookefield,2 BHK,,1068,3.0,2.0,61.06
Carpet Area,1 Year,Mysore Road,2 BHK,,900,3.0,1.0,38.44
Plot Area,6 months,JP Nagar,2 BHK,,1345,3.0,2.0,92.65
Plot Area,6 months,Whitefield,2 BHK,,1288,3.0,0.0,78.61
Plot Area,6 months,Horamavu,3 BHK,,1839,3.0,3.0,90.13
Carpet Area,1 Year,Vijayanagar,2 BHK,,964,2.0,1.0,49.19
Built-up Area,1 Year,HSR Layout,2 BHK,,1089,3.0,2.0,70.89
Carpet Area,1 Year,Jayanagar,4 BHK,,2724,4.0,3.0,180.23
Plot Area,Ready To Move,Brookefield,2 BHK,,1208,2.0,3.0,74.03
Built-up Area,Ready To Move,Marathahalli,3 BHK,,1802,3.0,0.0,88.78
Super built-up Area,Ready To Move,Basaveshwara Nagar,2 BHK,,1356,2.0,0.0,99.65
Built-up Area,6 months,Malleswaram,2 BHK,,1179,2.0,3.0,87.19
Carpet Area,6 months,Whitefield,4 BHK,,2397,4.0,1.0,122.54
Plot Area,6 months,Hennur,3 BHK,,1609,3.0,2.0,74.3
Super built-up Area,1 Year,Sadashivanagar,2 BHK,,1085,2.0,1.0,87.22
Super built-up Area,1 Year,Mysore Road,5 BHK,,3107,5.0,1.0,129.3
Plot Area,6 months,Mysore Road,4 BHK,,2120,5.0,2.0,85.15
Super built-up Area,1 Year,Koramangala,5 BHK,,2948,5.0,2.0,218.0
Super built-up Area,Ready To Move,Tumkur Road,2 BHK,,1039,3.0,2.0,44.06
Super built-up Area,Ready To Move,Devanahalli,2 BHK,,983,3.0,1.0,40.85
Carpet Area,1 Year,Rajajinagar,3 BHK,,1690,4.0,1.0,113.07
Built-up Area,Ready To Move,JP Nagar,3 BHK,,1513,4.0,2.0,105.23
Carpet Area,Ready To Move,Marathahalli,2 BHK,,1349,2.0,3.0,66.53
Super built-up Area,Ready To Move,Basaveshwara Nagar,3 BHK,,1577,3.0,3.0,102.93
Carpet Area,6 months,Hennur,1 BHK,,599,2.0,2.0,27.48
Super built-up Area,1 Year,Hennur,3 BHK,,1547,3.0,1.0,73.0
Carpet Area,1 Year,Koramangala,2 BHK,,1029,2.0,2.0,71.46
Built-up Area,6 months,Sarjapur Road,3 BHK,,1612,3.0,0.0,76.67
Plot Area,Ready To Move,Bellandur,2 BHK,,1357,3.0,3.0,77.39
Built-up Area,6 months,Sarjapur Road,4 BHK,,2191,4.0,3.0,101.74
Carpet Area,Ready To Move,Koramangala,3 BHK,,1965,3.0,3.0,143.37
Carpet Area,6 months,Whitefield,3 BHK,,1497,4.0,2.0,79.72
Built-up Area,Ready To Move,Jayanagar,5 BHK,,2310,6.0,0.0,165.79
Carpet Area,6 months,Vijayanagar,3 BHK,,1936,3.0,3.0,92.93
Plot Area,6 months,Electronic City,5 BHK,,2927,6.0,0.0,152.52
Plot Area,Ready To Move,Koramangala,1 BHK,,575,1.0,1.0,50.11
Built-up Area,Ready To Move,Basaveshwara Nagar,2 BHK,,1036,3.0,1.0,74.27
Super built-up Area,1 Year,Yelahanka,2 BHK,,936,2.0,3.0,50.75
Plot Area,1 Year,Brookefield,2 BHK,,1141,2.0,1.0,66.94
Carpet Area,6 months,Koramangala,4 BHK,,2667,5.0,2.0,210.49
Super built-up Area,6 months,Jayanagar,1 BHK,,480,1.0,1.0,31.65
Plot Area,1 Year,Koramangala,3 BHK,,2046,3.0,2.0,150.47
Super built-up Area,1 Year,Yelahanka,3 BHK,,1556,4.0,1.0,72.81
Carpet Area,Ready To Move,Yelahanka,3 BHK,,1749,3.0,0.0,74.58
Built-up Area,1 Year,Kengeri,3 BHK,,1399,4.0,1.0,63.68
Built-up Area,6 months,Mysore Road,3 BHK,,1668,3.0,0.0,75.67
Carpet Area,1 Year,Marathahalli,2 BHK,,962,2.0,2.0,47.75
Built-up Area,1 Year,Basaveshwara Nagar,2 BHK,,923,3.0,1.0,63.36
Carpet Area,1 Year,Yeshwanthpur,3 BHK,,2074,3.0,1.0,120.15
Built-up Area,1 Year,Sadashivanagar,3 BHK,,1897,3.0,0.0,171.12
Plot Area,6 months,BTM Layout,2 BHK,,1259,2.0,1.0,78.85
Built-up Area,1 Year,Bannerghatta Road,4 BHK,,1890,5.0,2.0,90.56
Super built-up Area,1 Year,Sarjapur Road,2 BHK,,1364,2.0,0.0,77.19
Built-up Area,6 months,Tumkur Road,2 BHK,,1134,2.0,2.0,44.79
Built-up Area,1 Year,Kanakapura Road,1 BHK,,663,1.0,3.0,30.11
Built-up Area,6 months,Jayanagar,3 BHK,,1359,3.0,2.0,94.98
Built-up Area,1 Year,Indiranagar,3 BHK,,1573,3.0,0.0,144.8
Plot Area,1 Year,Kengeri,2 BHK,,1398,3.0,2.0,62.55
Carpet Area,1 Year,Hennur,2 BHK,,1113,3.0,1.0,53.93
Plot Area,Ready To Move,Marathahalli,3 BHK,,2016,3.0,2.0,96.61
Plot Area,1 Year,Vijayanagar,2 BHK,,1063,2.0,1.0,58.58
Super built-up Area,6 months,Uttarahalli,2 BHK,,1162,3.0,0.0,48.78
Carpet Area,Ready To Move,Devanahalli,3 BHK,,1990,3.0,1.0,75.31
Carpet Area,1 Year,HSR Layout,2 BHK,,1202,2.0,2.0,81.49
Super built-up Area,6 months,Bellandur,4 BHK,,2525,5.0,3.0,134.05
Carpet Area,1 Year,Uttarahalli,2 BHK,,1014,3.0,1.0,38.2
Built-up Area,6 months,Basaveshwara Nagar,3 BHK,,1466,3.0,3.0,84.9
Carpet Area,1 Year,BTM Layout,3 BHK,,1522,3.0,3.0,82.11
Super built-up Area,6 months,Sadashivanagar,4 BHK,,2293,4.0,3.0,193.39
Super built-up Area,6 months,Bannerghatta Road,2 BHK,,1300,2.0,3.0,78.59
Super built-up Area,Ready To Move,Vijayanagar,3 BHK,,1615,4.0,2.0,90.59
Super built-up Area,Ready To Move,BTM Layout,3 BHK,,1773,3.0,1.0,106.19
Plot Area,6 months,Basaveshwara Nagar,3 BHK,,1953,4.0,0.0,143.2
Carpet Area,6 months,Uttarahalli,3 BHK,,1529,3.0,0.0,56.33
Plot Area,Ready To Move,Tumkur Road,3 BHK,,2012,3.0,1.0,67.61
Super built-up Area,6 months,Bellandur,4 BHK,,2753,4.0,0.0,147.02
Super built-up Area,1 Year,Kanakapura Road,1 BHK,,459,2.0,1.0,22.46
Plot Area,1 Year,Mysore Road,1 BHK,,464,2.0,2.0,19.79
Built-up Area,6 months,JP Nagar,4 BHK,,1890,4.0,1.0,104.48
Carpet Area,6 months,Bannerghatta Road,2 BHK,,1288,2.0,2.0,73.04
Plot Area,Ready To Move,Devanahalli,5 BHK,,2486,6.0,1.0,120.04
Carpet Area,Ready To Move,Tumkur Road,3 BHK,,1894,3.0,3.0,62.56
Super built-up Area,6 months,Devanahalli,3 BHK,,1680,3.0,3.0,74.33
Super built-up Area,1 Year,Hennur,2 BHK,,1318,2.0,2.0,60.02
Super built-up Area,Ready To Move,Koramangala,2 BHK,,1304,2.0,0.0,102.72
Carpet Area,1 Year,Brookefield,3 BHK,,2069,4.0,3.0,117.37
Carpet Area,1 Year,Sadashivanagar,4 BHK,,2051,4.0,1.0,189.62
Plot Area,1 Year,Hosur Road,5 BHK,,2536,6.0,0.0,116.07
Super built-up Area,1 Year,Indiranagar,2 BHK,,915,3.0,0.0,76.18
Plot Area,Ready To Move,Bannerghatta Road,2 BHK,,1105,3.0,2.0,56.68
Built-up Area,6 months,Yeshwanthpur,1 BHK,,564,1.0,0.0,29.29
Super built-up Area,6 months,Whitefield,4 BHK,,2764,4.0,2.0,170.56
Super built-up Area,Ready To Move,Jayanagar,2 BHK,,1315,2.0,3.0,80.49
Built-up Area,1 Year,Uttarahalli,1 BHK,,491,1.0,3.0,18.44
Plot Area,6 months,Indiranagar,2 BHK,,1299,3.0,0.0,96.32
Carpet Area,6 months,Sarjapur Road,2 BHK,,989,3.0,0.0,51.62
Super built-up Area,6 months,Marathahalli,5 BHK,,2347,6.0,1.0,124.54
Carpet Area,1 Year,Uttarahalli,3 BHK,,1977,3.0,1.0,83.09
Super built-up Area,6 months,Malleswaram,2 BHK,,1387,2.0,2.0,98.47
